Energy(rgb),Energy(h),Energy(s),Energy(Cr),Energy(Cb),Contrast(rgb),Contrast(h),Contrast(s),Contrast(Cr),Contrast(Cb),Correlation(rgb),Correlation(h),Correlation(s),Correlation(Cr),Correlation(Cb),Homogeneity(rgb),Homogeneity(h),Homogeneity(s),Homogeneity(Cr),Homogeneity(Cb),Type
0.4184514618607336,0.39498970999906696,0.35504556335739856,0.3956055664016361,0.4146781630959263,14.470964566929135,2.854853592519685,1.4820220226377956,2.1752737450787403,2.1159110482283467,0.2990635546822191,0.3490929129800887,0.4542055591968453,0.5158550684157787,0.5460534217480782,0.5869279497346598,0.6747262549212599,0.7049951692044929,0.7654816140284855,0.7723279549270495,0.0
0.4750520769078461,0.4864684858733483,0.39503152339594105,0.5225305910442444,0.5285817188012581,10.503521776574805,2.577709768700787,1.4832830954724407,1.8277405265748028,2.179995078740157,0.4850902947327703,0.3270175201132816,0.5807180894016779,0.5283154176720102,0.5171101313191822,0.6835039163571794,0.7062694498320983,0.7653097317913385,0.8089253017890226,0.7979363275822138,1.0
0.4340995396545263,0.356657947936988,0.33372623102154586,0.4180150988435163,0.4061234082364611,20.75822773129922,3.080078125,1.8202509842519683,2.315129798228346,2.860466904527559,0.10149480285821848,0.2597131141757081,0.15765860604203924,0.4784297727636278,0.4523692089439527,0.5145921899735693,0.6356267550081053,0.6445377634321444,0.7562240367357573,0.7312841050544232,0.0
0.4532876404948285,0.3831852588190499,0.3729097755289432,0.4114687736936801,0.4517194069758975,10.990449680118113,2.6517285925196843,1.3787985974409451,2.0735420767716533,2.260596087598425,0.4950070651844253,0.3606204608923784,0.4918190139950756,0.517707894899389,0.5402427969894411,0.6744056051942913,0.6715408247452523,0.7433314215203798,0.7738983253242242,0.7788565850798983,1.0
0.4251154957768444,0.4535096997623732,0.3161070357001889,0.4055802569144547,0.5348799371956819,14.643593134842515,2.339382381889764,2.054564468503937,2.567144438976378,2.347010334645669,0.28156824683512177,0.4157817104402482,0.4043814237403702,0.4638998346439752,0.4641946118912169,0.581794504383033,0.7132772695692453,0.6657957966651226,0.7400440380384439,0.7747213698471516,0.0
0.4184820587893172,0.4067723633288852,0.3721802701766716,0.4973162397746232,0.44450365396144426,14.67954908956693,2.6121893454724407,1.5583169291338577,2.1598948080708658,2.4078955462598426,0.30686027168176483,0.33391911588847323,0.2932860520972529,0.4772902564284453,0.4886682367552457,0.5815657176339749,0.6701939012563687,0.6838499449976839,0.7839779520321907,0.7595256231183422,0.0
0.3613588347677917,0.3310467708409522,0.3870148007822635,0.3000018507614408,0.309812428628898,17.744955708661426,3.773068405511812,1.3489480807086616,2.704293799212598,2.714367002952757,0.15764768765465925,0.2105138534913428,0.12630049037970908,0.41923832568096103,0.420930674973622,0.4965893919436504,0.5940677107457155,0.6851564309286707,0.7061740099583141,0.7086593366431219,0.0
0.38369326666020176,0.2960193492262971,0.3813106801472886,0.2942590232395461,0.2835221094513995,19.214551550196852,3.7136749507874014,1.4228284940944884,2.613650344488189,2.5127183809055125,0.12014878523782893,0.2216034920002132,0.2986146495596562,0.4250089354714727,0.400420093801646,0.4819454815723885,0.5898956765284855,0.7164672229620195,0.6944717244673461,0.6906819020669289,0.0
0.4045758025943868,0.2913492046172569,0.3731956048828797,0.33879811038307456,0.3413997895743915,15.005567175196854,3.2618264025590555,1.5866756889763782,2.6153574064960625,2.7972748523622046,0.3047178837874845,0.25343161258174085,0.25031884956782635,0.4387111051220458,0.4453449671315041,0.5763387858739801,0.6089381477246409,0.7041798141500695,0.7233454977709588,0.7168279947313573,0.0
0.4515988328221082,0.3912328805276469,0.3182137958368407,0.4855049163009941,0.4961646124566,20.662109375000004,2.7959368848425195,1.8590674212598424,2.2747754675196847,2.6261687992125977,0.11121229506475787,0.2972046121111199,0.3856647737160301,0.4823113661181698,0.4214135488362877,0.5306180899165389,0.6533190459993051,0.6614516992820751,0.7772305791164891,0.7548275387911069,0.0
0.4317631481554773,0.4054733892732906,0.36342783286228586,0.3949729387300509,0.4138778661808014,18.46592027559056,3.3686792568897634,1.5254675196850396,2.2483544537401583,2.846318282480314,0.18698706625087616,0.2356353941949888,0.23938088162033785,0.5111178339693084,0.4474814167384039,0.5497561478734762,0.6377036352188511,0.6767220790875406,0.7587564953392775,0.7339412235120428,0.0
0.3637276641078807,0.4695667689799541,0.3167705679326357,0.3359848803154842,0.3488317141233898,16.917153666338585,3.096548966535433,1.9789154773622044,2.3880567175196847,2.5041215551181093,0.1769720567550096,0.28927932580960336,0.2712467046020981,0.4723622328650589,0.4734671025229705,0.5136436516695932,0.6874614621931451,0.6590271646306161,0.7336211606936079,0.7316715638026859,0.0
0.3750448495551479,0.3643894622748484,0.32524693744402194,0.35073012935892683,0.35394789023049306,15.656665231299211,3.545014148622047,1.9727485236220468,2.4157695620078745,2.809039739173228,0.2566426815360781,0.24344094332010746,0.28720029662902424,0.4676247761891314,0.4587509931969461,0.5422783400726564,0.6298392086903659,0.6739498899953683,0.7305900626736915,0.7221681949108385,0.0
0.43173755711704304,0.4080304303092137,0.3724229108991095,0.4510246174487999,0.5222944612301476,22.75341412401575,2.8724932332677167,1.4683193897637796,2.3986835629921264,2.1086521899606296,0.01109879822096324,0.30943612161281936,0.08912575953046464,0.43913877541993984,0.5184833093262886,0.4745155293673489,0.6672427737088927,0.652542771537749,0.7563024693144975,0.7947833741025937,0.0
0.4297537110201592,0.37226216721678657,0.35951267707603124,0.389460070401198,0.37660288504868,11.16130967027559,3.1703217273622037,1.5487204724409451,2.1996954970472435,2.555302657480315,0.47320351388196,0.3040898169174867,0.4569048570527701,0.5104744842408745,0.5089368723672929,0.6506030112233253,0.6587027595240852,0.731806174733673,0.7629117031901342,0.7488851175312643,1.0
0.4068999226759109,0.3702425321855085,0.3556990392585892,0.4022271613296318,0.4479917995981584,11.35062438484252,2.4684424212598426,1.7869863435039384,2.0157634104330717,2.0890440452755903,0.43588399018223906,0.3922470093807696,0.3715599701596253,0.5417555741662632,0.5584489853438577,0.633533825559123,0.689677657480315,0.6998815821850394,0.7833222665296435,0.7884569317392308,1.0
0.4325942634308916,0.5293195147356491,0.31183480349798065,0.4641459812078924,0.5044042259295378,18.39459276574803,3.1219857283464565,1.847671628937008,2.369125246062992,2.890917199803149,0.1801779116912338,0.23584550924865885,0.251991818007846,0.4466831719698292,0.395148266363137,0.5480185973157616,0.7099145292959699,0.6311802519974526,0.7606514517716534,0.749875611538907,0.0
0.4163576677266548,0.3126561898139805,0.37804811036991137,0.3835619458354289,0.3746928638995242,9.988527312992128,2.7426181102362213,1.5604699803149609,2.2798351377952755,2.80541031003937,0.5130632444471941,0.32659206488138154,0.2394318699768657,0.5146616174575814,0.4520202442864124,0.6537104219097114,0.65023918770264,0.7095685936776285,0.7587504342288094,0.7359687101956924,1.0
0.4494787887114145,0.4428683932088923,0.3576123606747856,0.4581383254178056,0.5263418261787323,11.491695374015745,2.5475516732283463,1.7603807824803153,2.202356053149606,2.041892224409449,0.4492423950880424,0.3645816739260519,0.4228664961341481,0.5254964697477221,0.5415495751833389,0.6560630863142153,0.6970761926817972,0.7102250933591941,0.7803672490157479,0.7995129400185272,1.0
0.4774551449762971,0.4277981634157304,0.38659492349442187,0.4291258242631559,0.4477706248155612,9.828724778543311,2.3061792568897634,1.224609375,1.8184977854330708,1.6849932332677169,0.5067774243319696,0.4444143197203834,0.6345133270604713,0.5863210767535026,0.6121260164114665,0.6908177709975958,0.7259208364694301,0.7771757577292729,0.8003254906785551,0.8112858781553958,1.0
0.3916433765748412,0.3006537973220328,0.39618510755054975,0.2966441550914741,0.3818095641914077,13.291430856299211,3.4085875984251968,1.382843257874016,2.6888379675196843,2.941867618110236,0.3650968944824174,0.2569567488062465,0.2751232727872696,0.422779668288164,0.3850372161343189,0.586794214709084,0.5973179133858266,0.7164527486683651,0.7079323652443262,0.7075067305465493,0.0
0.4143355353368045,0.4643646368976514,0.30328898176469915,0.4101832560985204,0.5155724151193243,16.661571112204726,3.158080093503937,1.9731176181102363,2.7170583169291334,2.416907603346456,0.23560645313830145,0.2510283363499704,0.3760429273340669,0.4273251225108049,0.4353624243626731,0.5613265585564321,0.6803092613767949,0.6634458950903198,0.7324088481357109,0.7744839009668827,0.0
0.4383777110831736,0.34821607819808553,0.3751229528422998,0.3852030751706319,0.37540915946484404,15.875445989173224,2.7222102608267718,1.1471149114173231,2.3352146899606296,2.1566652312992125,0.2654996154728779,0.3550245128395322,0.5814913779595396,0.5022765664111953,0.5152805738502594,0.5817938498801494,0.6580212012216301,0.7467611958661419,0.7482734881600278,0.7484694339103749,0.0
0.4391120949226143,0.4323680829116283,0.3541457223146065,0.5779157953905525,0.5294513328734249,17.014456200787404,2.630459522637795,1.6418399360236218,1.8729392224409451,2.700833538385828,0.2279966031974846,0.3046790476023325,0.5311241256582354,0.44117117126419375,0.4339070431351881,0.5719418050340932,0.6677187970414543,0.7123586042438628,0.8081459515400645,0.7667388873610468,0.0
0.38356241693229454,0.3268678957883284,0.3366941504654067,0.3318978791395534,0.3552826290442093,19.919014517716533,3.306117741141733,1.9117710383858268,2.7675166092519685,2.65285125492126,0.08834500058878816,0.2525973238914805,0.17472388323441124,0.4128270706336445,0.4429763830087299,0.4797970382796621,0.6127343930928673,0.6435695236509957,0.7087668082735059,0.7130139278890688,0.0
0.41293455651409183,0.3770906234835826,0.3512781897163736,0.4029836599297587,0.4051862046198653,19.19151390255905,3.2360205462598417,1.412370816929134,2.4947865403543306,2.8497170275590555,0.13461961497603406,0.2514718202654911,0.4701736838667182,0.4553682058628113,0.4421299222467772,0.5163844845066077,0.6314375325671607,0.6991682709008802,0.7406781025648447,0.7266251013200559,0.0
0.4487769789340541,0.3695297497435164,0.2957149866784651,0.5128093851698814,0.488083430743742,11.964936023622048,2.965043676181103,2.3868264025590555,2.639210137795275,2.9315175935039366,0.4566881158162281,0.2690153153135541,0.3118182610794773,0.3774359680956776,0.4012479986561015,0.6536534808359148,0.6363544501215843,0.6540983057839277,0.7601537169986107,0.7449112906727651,0.0
0.4236496762223076,0.4570416525800353,0.2665808083775766,0.5279081682132487,0.4968639650589064,18.623708169291348,2.548259104330709,2.5131489911417324,2.2667169045275597,2.483590674212598,0.15468861585628066,0.3425203064983568,0.1995483802141373,0.4302738475092063,0.4584758964202191,0.5294458319571218,0.6900006151574801,0.5984252873147289,0.7794795224930522,0.7706449564323757,0.0
0.4425606884736665,0.4326479093627293,0.3062942874428233,0.4444279856811476,0.5168142743852299,13.27491387795275,3.1546198326771653,2.092965674212598,2.0955185777559056,2.599486343503937,0.39849156556876175,0.23860282921127665,0.3429689566970973,0.5192861608007662,0.420439889486134,0.6330725989945388,0.6544864882468736,0.6644040028659102,0.7825155055870769,0.7656665231299209,0.0
0.4048983285285188,0.33333752466884514,0.34015744518141905,0.3681739269510509,0.39691262496846097,9.608852116141733,3.065652682086614,1.8703709399606299,2.2267624261811023,2.7234713336614167,0.513881433506311,0.3065717086600012,0.3015244909364839,0.5095315314833585,0.4620084540025783,0.6524143182752131,0.6408159702119036,0.6870166490562759,0.7591006216709124,0.7382972621873554,1.0
0.4507233070086283,0.44535188248616575,0.3588543840235797,0.5004884292652322,0.5616599926482112,11.096425935039367,2.3655111958661417,1.6691836860236218,2.1781342273622046,1.8708476870078738,0.4438157022072503,0.3992839474166676,0.4644695876228255,0.5012726848950606,0.5436526339184224,0.6575281504699422,0.7062877236278371,0.7171718496699859,0.7937884473425199,0.8141158739578507,1.0
0.418147129928132,0.44235655911821375,0.3522249401723723,0.4418381035837901,0.4553666461268217,18.210553026574804,2.549812376968504,1.6938053641732287,2.356007012795276,1.985451525590551,0.1542923884787996,0.3409669874647341,0.3039525154194082,0.4983158861107565,0.5370121323476194,0.5296622705312892,0.6846287524606299,0.6589565119847152,0.7698050855430753,0.7820687022348309,0.0
0.4153627879560137,0.3607843598990087,0.3102707035931206,0.3281487497809063,0.5049093703255916,18.222902312992122,3.27669783464567,1.9454047736220477,2.5867372047244093,2.73140686515748,0.18916366196568996,0.26901621377496177,0.2504927585567489,0.4460119338632816,0.38744078190184505,0.5427024123892973,0.6320222035664659,0.6470430827350625,0.7154404527559054,0.7467560393990273,0.0
0.4481283063608809,0.4077007451019405,0.3496180138333804,0.4882008565881989,0.4637324349913346,10.588736466535435,2.5916892224409454,1.685177780511811,2.097225639763779,2.433962844488189,0.4769718207385722,0.3297549036125706,0.4238019359252516,0.5204264214326249,0.4768237367985053,0.6607728584455005,0.674892347440945,0.7088252482341362,0.7953108716419639,0.7728681174733674,1.0
0.39125229903522735,0.4013507857791411,0.3793185001181253,0.3637634860698368,0.41134921472606606,10.028527928149606,3.055825541338582,1.5988096702755905,2.4279189222440953,2.091197096456693,0.4611983679366986,0.30024114813064856,0.2412725152404365,0.5387537464522438,0.49296056915723,0.6234344416283937,0.6598126664543771,0.7034549234309865,0.757273603954377,0.7694934359078275,1.0
0.40555495510963785,0.3532757614640209,0.3420782874605861,0.3971663810957624,0.3769862297340306,14.849517101377952,3.0958876722440944,1.750138410433071,2.6163262795275597,3.058762918307086,0.30767501950671283,0.2797006419477716,0.2576343844830393,0.4290830201383492,0.4262494355186809,0.5792325746431197,0.6392008199687355,0.670612027414312,0.7370288617415472,0.7052515451308476,0.0
0.4033391117575561,0.34989959936932924,0.370482610077616,0.341649841149752,0.29828832458457283,17.526959276574807,3.613158218503937,1.514164000984252,2.9572311761811028,2.699341781496063,0.19292845990655905,0.2514038044347104,0.14205625202643204,0.4066190792572978,0.4115879686836224,0.5312412866482495,0.6209144496873552,0.6684861155338121,0.6959277479446503,0.6938601855604446,0.0
0.38097841802705495,0.3534192774184481,0.3873449631088237,0.3950197758141349,0.3637717335082511,10.400559793307087,2.658756766732284,1.5397084153543312,1.9746555118110236,2.37898314468504,0.47420638906613394,0.37494714414959773,0.2516193240814289,0.5357233444344325,0.530332081341526,0.6270359585840203,0.6719391392137564,0.7106340826192682,0.7769334037748957,0.7556682238594254,1.0
0.5077003838121489,0.4892122534774814,0.4441201976298824,0.5584187884612128,0.5529995016944256,11.056379183070867,2.0071358267716537,1.0846610482283463,1.6589874507874018,1.6320589320866141,0.45867237641725506,0.475759821001089,0.6918653261114232,0.5977160929802452,0.5982687895869228,0.6933614606825216,0.7404364723251504,0.8048136977477999,0.8318063556623438,0.8291889510479389,1.0
0.3968601631878216,0.2830069114848859,0.4110971377695128,0.32389884257506024,0.3277207722613171,10.482129675196852,3.0328494094488176,1.329847440944882,2.163478100393701,2.5829847440944884,0.4878215771928987,0.30260142933321743,0.2722331673325952,0.4992055118545025,0.4866395097392431,0.6434113359086945,0.6331439613246874,0.7407697429365447,0.7507416266211208,0.7356650214219544,1.0
0.3787340973168412,0.3301443739621944,0.32580128580782536,0.3896331557606784,0.3820355224891277,15.477362204724404,2.7260549950787394,1.885811392716536,2.575525959645668,2.2366357037401583,0.26382984654216896,0.34500262202368404,0.4159676465655581,0.4792718275581199,0.5171141430039116,0.5424215800223212,0.6662261355083371,0.7002631607515052,0.7454909861336266,0.7629039232572951,0.0
0.4423803962940155,0.36295038691836456,0.3974302113895803,0.4191697815853099,0.4279251478356977,10.431333046259839,2.7683624507874014,1.4671198326771655,2.03609436515748,2.521530511811024,0.5048888216730747,0.3356620264756078,0.2986283368382622,0.5256728819447121,0.5097353447866572,0.667260258339661,0.6588515733557201,0.7274217302570636,0.7806309525532653,0.7595009263547937,1.0
0.3408063651533467,0.3581045785569725,0.3965995159834715,0.3151311189558701,0.3156451075414474,10.114234744094489,3.2503229576771653,1.443974532480315,2.089074803149606,2.5053518700787407,0.4776759790266441,0.2961050944671981,0.35987523281583106,0.4597962789465989,0.4856478029655524,0.6172158444886706,0.6522778014995368,0.7442007837830014,0.7453432578740158,0.7233976956924503,1.0
0.4223603318485295,0.3881269494445799,0.3657750122957009,0.3955502707828932,0.4088091424021771,18.022607037401574,3.3107929379921264,1.3785063976377951,2.480822465551181,3.05208845964567,0.19947717496500628,0.22438515243852095,0.3591034739824236,0.4409365198045282,0.413113138975265,0.5483100692665668,0.6247437145379804,0.6971083979851783,0.7392057050428441,0.7213138497278833,0.0
0.3671871328531381,0.32972859881966704,0.38049271452336975,0.3070914664560008,0.3361994496707469,17.493356299212593,3.423597440944882,1.4163539616141732,2.636472687007873,2.8280788631889764,0.1793592640359965,0.2527735009206884,0.16041043043677733,0.4288772992540045,0.4347869619696947,0.5185704314916336,0.6195001302686427,0.6878277522869384,0.7126098237031033,0.7130958885768873,0.0
0.4154811401768943,0.3242155552183633,0.33243542267993875,0.3679465204051977,0.3858362639907094,14.492756520669285,3.0468442421259847,1.8726931594488188,3.05142716535433,2.9468196358267718,0.31935356951787564,0.2630295570531557,0.30854243933213243,0.38613020331915415,0.3777695124110501,0.5865735714428864,0.6049811472325152,0.6677004327813802,0.7017264213756366,0.7014635320171376,0.0
0.4442118233753942,0.3014956913261987,0.3649172274789064,0.40136836978516177,0.3647993350506533,11.331200787401574,3.3948234498031495,1.5960875984251972,2.5783095472440944,2.77169968011811,0.480249061380146,0.2370722688356963,0.3180764052824128,0.4637327059374938,0.4543252831259005,0.6591258489579475,0.6066566371873552,0.7104370512968968,0.7397102246410375,0.7239423814555351,1.0
0.460987733182408,0.4130763312423739,0.36679570859476257,0.4906827933654158,0.4840739425819393,11.916784571850394,2.656080831692914,1.661078986220473,2.1063145915354333,2.2209645669291342,0.4675928531512979,0.3447352084886192,0.2621948713844389,0.527690462269053,0.5227197093627601,0.6701542661415756,0.6775282067797591,0.7034468721051412,0.7938287944360815,0.7855260682028721,1.0
0.3965392088910267,0.3338112115533215,0.4015324555390485,0.3503645566112286,0.3389039521019506,9.750246062992131,2.750984251968504,1.4268577755905512,2.3567298228346454,2.5168706938976366,0.5174010690185982,0.33463800664656185,0.2536620491200673,0.4572836805324591,0.4961884227183071,0.6519985095088586,0.6697302715377491,0.7301195576655858,0.7501324397869384,0.7460477036533115,1.0
0.3938726856391629,0.33116007545489784,0.35653612996753914,0.33400107687844643,0.33890286708315,16.952048474409455,3.511826402559054,1.573618971456693,2.3399052657480315,2.5171321358267718,0.2212122749864128,0.23652586197693046,0.2742964112440477,0.4945944395697711,0.4775184950729752,0.5400695800510891,0.6090199274837889,0.6794545543364986,0.7434237856067623,0.7350373798633628,0.0
0.4753789364154243,0.3468366452985037,0.3617263880406089,0.4367069570297748,0.4463380135191241,10.955047367125983,2.6415631151574805,1.5955647145669292,2.211798720472441,2.460522268700787,0.5013627002644707,0.3632479867769023,0.3600334925721869,0.4971705461171222,0.5103681839421812,0.6880645613605931,0.6550174234309866,0.7144382888490043,0.7664250665817507,0.7654722057376101,1.0
0.4421075305279421,0.3143528051890827,0.4035710049261804,0.4199389403169127,0.3733570690434924,23.54066190944882,3.5402620570866143,1.2190883366141736,2.623831200787401,2.9699803149606305,-0.010662047629779792,0.1992006178791873,0.04582983228142455,0.4484829385193568,0.4163909524206313,0.4675039346907832,0.5786031944766096,0.6639559330129691,0.7375177310097272,0.7143118197081981,0.0
0.4515590034079133,0.4428957808659428,0.3239524892040873,0.5232194489103789,0.5403157974071855,13.6232468011811,2.6794721948818894,1.865818774606299,2.0929502952755907,2.275529035433071,0.3552898838712726,0.30370159564283256,0.35868541842087737,0.499214980855437,0.4722880497276272,0.6228118275170949,0.6775273926007409,0.671313487870542,0.801428250926355,0.7910085687818433,0.0
0.4191346052028789,0.33098981539672423,0.3645417184855191,0.3701934000940708,0.38797550792398294,16.658572219488192,3.1858544537401583,1.5342335137795275,2.47670091043307,2.622154896653543,0.2474215152639169,0.2477598154415471,0.32484135656326346,0.4660593699042303,0.4884045699119474,0.5666579400994743,0.6227506043017601,0.7023095544812413,0.7464555168770262,0.7448671440771191,0.0
0.3738442324505536,0.3200939170324317,0.3743440331099235,0.3925636877400944,0.3838436657665839,15.615265132874011,2.6850086122047245,1.5629306102362206,2.440329724409449,2.6220626230314963,0.24849970543380684,0.339308949650013,0.263705968972936,0.5038611941139627,0.42773387308104893,0.5360576226821268,0.6477089002431682,0.6818807173459936,0.7458878531727651,0.7262153883452986,0.0
0.3457735639117242,0.4019977963567897,0.3409978997564771,0.36794848781410333,0.341578987732612,14.751122662401574,3.034202755905512,1.6368725393700785,2.533864419291339,2.251015009842519,0.2471482446664264,0.3151268354330133,0.3729781281289061,0.466992484243405,0.488909469879743,0.5304912013672758,0.6710344053960166,0.6737761984715145,0.7461637693955535,0.740568369326077,0.0
0.3638879298579034,0.3905869532907703,0.3099844587492749,0.3961276686408747,0.4015114681142087,14.80050442913386,3.1783495324803144,2.287893700787402,2.7735605314960625,2.3201279527559056,0.2846448667896364,0.2707473968499688,0.2749395469952663,0.4564461257581927,0.4667798290755554,0.5446061853140507,0.6559893722498842,0.6555997423575731,0.7366879921259841,0.750937210514127,0.0
0.4339492116677176,0.33775618934962365,0.4066335678228526,0.4149201228230068,0.4186251112624397,9.806732898622046,2.7955831692913384,1.3220349409448815,2.315237450787402,2.4081108513779528,0.5301650634398779,0.32546991708641115,0.3478713436501453,0.5182840800051651,0.4948653095603842,0.6708582324410869,0.649231776864289,0.7413530569708198,0.7634381151574803,0.7610365584471979,1.0
0.4291476505341816,0.3903335321514024,0.3545878747840676,0.4323300576997092,0.4883868846051268,12.988757997047243,2.932025098425197,1.6512210875984252,2.226516363188976,2.485374630905512,0.3895330146385009,0.28230093859833405,0.3736006984631183,0.5138136139506603,0.452160387269075,0.6210455126484864,0.6455079029643351,0.6912259545796666,0.7702508937876333,0.7693958248899955,0.0
0.4033836718605498,0.4566826507198295,0.33998095781017434,0.4362480571954547,0.4507483432746788,14.375276820866144,2.6972348671259843,1.6944820374015748,1.8265409694881891,2.5641763041338583,0.31433180466206184,0.31863285380734874,0.482982143788596,0.5290574614872261,0.5124342579252451,0.5828604230772843,0.6925481813050024,0.7033014054539138,0.7909346594198702,0.765912224264706,0.0
0.3269166063076467,0.3193493228271609,0.3681311991912871,0.3007045464406449,0.30659298585384376,9.362450787401572,3.2351747047244097,1.7199341781496065,2.3682178887795278,2.4132320374015745,0.4619298823964759,0.3187181054238728,0.2811611975606613,0.4635950751601612,0.4364941842746939,0.5955031709837172,0.6590344922417786,0.7159136716940712,0.7290774989867994,0.7194344531611856,1.0
0.44809762907861456,0.4723044534944903,0.3717257925906247,0.5402522100775813,0.5458285801558296,11.549904650590554,2.403343380905512,1.6515440452755905,1.5799243356299213,2.0598394438976384,0.4517391390648719,0.3706384780526402,0.5429428517454782,0.6013845093981695,0.5128894271508532,0.6588598308123585,0.7083470537575265,0.7411288863478462,0.8320380348251506,0.8080235532943492,1.0
0.4574823693773154,0.4295204012834998,0.3609743647311759,0.4435641247353795,0.4623478321126338,10.845164862204731,2.9154158464566935,1.396299827755905,2.2224409448818903,2.2393577755905514,0.4416512565629592,0.30600983801238313,0.5430741422077439,0.5164328833683101,0.5135394128404966,0.6485527513375334,0.6798988246873552,0.7315596594198701,0.7781778311718389,0.7750647724641038,0.0
0.4452485257771926,0.3999646670913535,0.3553199013054023,0.4490147092483303,0.4841800969943775,19.09897883858268,3.0409694881889764,1.4476193405511808,2.3014425442913384,2.3243417814960625,0.15680649778019645,0.30779694523721823,0.5501847619565611,0.4857225103188536,0.4912009810935039,0.5460838858140125,0.6590880471283002,0.7218404426239,0.7645462128010656,0.7780072154353869,0.0
0.4465984229653244,0.4656789710041278,0.3541137333023872,0.4391745297928888,0.4849126408041557,13.610866756889761,2.8851962352362204,1.3784910187007875,2.2542445866141727,2.5147176427165348,0.3345923271745679,0.2820015465577448,0.551572106898717,0.4973142961312969,0.4590944578229991,0.6115364519513032,0.6837827299965259,0.7234716050544234,0.7696318463408983,0.7670379624536822,0.0
